Country,Year,Population,GDP,GDP_Growth,GDP_Per_Capita,Medal,Athelets,Continent,Status,Income
Liberia,2008,3404274.75,4419289792,3.7925,1295.5,0,3,Africa,Developing,Low income
Libya,2008,5929753.75,1.26E+11,5.2725,21182,0,6,Africa,Developing,Upper middle income
Lithuania,2008,3279859.75,79393981733,8.69,24239.75,5,71,Europe,Developed,High income
Luxembourg,2008,470944.75,51766445505,2.195,109851,0,13,Europe,Developed,High income
Madagascar,2008,19161745.75,31156678035,2.62,1624.5,0,6,Africa,Developing,Low income
Malawi,2008,13167337.5,10908069862,3.425,827,0,4,Africa,Developing,Low income
Malaysia,2008,26462234.75,5.07E+11,3.4725,19129.5,1,28,Asia,Developing,Upper middle income
Maldives,2008,331428.25,5144380079,4.9425,15476.25,0,4,Asia,Developing,Upper middle income
Mali,2008,13435980,26680907101,1.465,1985.25,0,17,Africa,Developing,Low income
Malta,2008,407084,12364171328,3.1075,30367.75,0,6,Europe,Developed,High income
Marshall Islands,2008,55808.5,195616103,-1.03,3505.25,0,5,Oceania,Developing,Upper middle income
Mauritania,2008,3158713.75,15777936277,3.155,4993.25,0,2,Africa,Developing,Lower middle income
Mauritius,2008,1230812.75,17944911013,3.955,14575.75,1,11,Africa,Developing,Upper middle income
Mexico,2008,108387782.3,1.98E+12,1.0675,18301.75,4,83,Americas,Developing,Upper middle income
Moldova,2008,4137143.75,32210514330,6.025,7787.75,1,29,Europe,Developed,Lower middle income
Monaco,2008,34353.75,2192368605,3.5975,63779.5,0,5,Europe,Developed,High income
Mongolia,2008,2577750.25,17040359075,7.31,6602,4,28,Asia,Developing,Lower middle income
Montenegro,2008,618779.25,9766986277,6.5375,15780.75,0,19,Europe,Developed,Upper middle income
Morocco,2008,30990182.25,1.74E+11,3.8475,5608.75,2,47,Africa,Developing,Lower middle income
Mozambique,2008,21380987.5,19133995500,4.86,893.25,0,4,Africa,Developing,Low income
Myanmar,2008,49450525.25,1.12E+11,11.445,2266,0,6,Asia,Developing,Lower middle income
Namibia,2008,1989883,16655247652,2.63,8364.25,0,10,Africa,Developing,Upper middle income
Nauru,2008,9850.25,53585357.75,1.37,5440,0,1,Oceania,Developing,Upper middle income
Nepal,2008,26215088.5,54252109339,2.85,2068.5,0,8,Asia,Developing,Low income
Netherlands,2008,16470500.25,8.57E+11,2.605,51996.25,16,233,Europe,Developed,High income
New Zealand,2008,4208109.25,1.6E+11,1,38026.5,9,178,Oceania,Developed,High income
Nicaragua,2008,5552487.75,25073237918,2.815,4513.75,0,6,Americas,Developing,Lower middle income
Niger,2008,14426190,14177951947,2.13,982.25,0,4,Africa,Developing,Low income
Nigeria,2008,144503228,6.1E+11,3.71,4218.5,5,74,Africa,Developing,Lower middle income
North Korea,2008,24114376.5,49423758099,0.605,2049.75,6,58,Asia,Developing,Low income
Norway,2008,4698940.5,2.97E+11,1.1675,63289,9,80,Europe,Developed,High income
Oman,2008,2625031.25,87064553219,2.075,33133.25,0,4,Asia,Developing,High income
Pakistan,2008,165945930.8,6.39E+11,2.375,3845.75,0,21,Asia,Developing,Lower middle income
Palau,2008,19299,299736223.5,1.45,15533.5,0,5,Oceania,Developing,High income
Palestine,2008,3713382,17901433053,2.6675,4819.5,0,4,Asia,Developing,Lower middle income
Panama,2008,3422942.5,62984304157,7.445,18367.25,1,5,Americas,Developing,High income
Papua New Guinea,2008,6731624,20214446054,2.4025,3001.25,0,7,Oceania,Developing,Lower middle income
Paraguay,2008,5954258.25,53997683207,3.1375,9062.5,0,7,Americas,Developing,Upper middle income
Peru,2008,28215891.5,2.37E+11,6.9675,8376.5,0,13,Americas,Developing,Upper middle income
Philippines,2008,88630593.75,4.74E+11,3.44,5343.75,0,15,Asia,Developing,Lower middle income
Poland,2008,38358382.25,7.99E+11,5.265,20825.75,11,255,Europe,Developed,High income
Portugal,2008,10554948.25,3.37E+11,1.13,31891.75,2,77,Europe,Developed,High income
Qatar,2008,1135806.25,1.04E+11,-0.21,91670.75,0,20,Asia,Developing,High income
Romania,2008,21128829,4.07E+11,8.49,19279.75,9,101,Europe,Developed,Upper middle income
Russia,2008,143397588.5,3.25E+12,7.325,22653,60,453,Europe,Developed,Upper middle income
Rwanda,2008,9170463.25,11611391077,6.84,1263.5,0,4,Africa,Developing,Low income
Samoa,2008,181477.75,1120170943,2.7,6171.25,1,6,Oceania,Developing,Upper middle income
San Marino,2008,29880,2536029465,1.9275,84841.25,0,4,Europe,Developed,High income
Sao Tome and Principe,2008,164141.75,504373202,4.09,3069.25,0,3,Africa,Developing,Lower middle income
Saudi Arabia,2008,24846903,1.02E+12,6.855,41017,0,14,Asia,Developing,High income
Senegal,2008,11541043.25,31005143153,1.5725,2685.5,0,15,Africa,Developing,Lower middle income
Serbia,2008,9125256.25,1.23E+11,6.0875,13485.75,3,87,Europe,Developed,Upper middle income
Seychelles,2008,89678,1800816433,5.3,20072.75,0,9,Africa,Developing,High income
Sierra Leone,2008,5899527.25,7652863952,2.4025,1296,0,3,Africa,Developing,Low income
Singapore,2008,4505614,3.19E+11,2.9175,70836,1,25,Asia,Developing,High income
Slovak Republic,2008,5398922.75,1.24E+11,7.845,22929.5,6,57,Europe,Developed,High income
Slovenia,2008,2008145.75,67983684005,4.69,33844,5,61,Europe,Developed,High income
Solomon Islands,2008,486625.75,1074006396,2.7425,2205.5,0,3,Oceania,Developing,Lower middle income
Somalia,2008,10922017.5,7512805672,0.0425,688.25,0,2,Africa,Developing,Low income
South Africa,2008,48817324.25,5.91E+11,3.5225,12097.25,1,134,Africa,Developing,Upper middle income
South Korea,2008,48949697.25,1.5E+12,4.075,30733.75,32,253,Asia,Developing,High income
South Sudan,2008,8123853.5,33787219557,5.575,4145,0,0,Africa,Developing,Low income
Spain,2008,45061390.25,1.76E+12,1.3175,39020.25,19,282,Europe,Developed,High income
Sri Lanka,2008,19766748.25,1.51E+11,5.8575,7625.5,0,8,Asia,Developing,Upper middle income
St. Kitts and Nevis,2008,47533,1153652258,3.8725,24265,0,0,Americas,Developing,High income
St. Lucia,2008,166610.25,2346206330,1.8375,14076,0,0,Americas,Developing,Upper middle income
St. Vincent and the Grenadines,2008,108534,1251377498,3.8025,11530.25,0,0,Americas,Developing,Upper middle income
Sudan,2008,32008200.25,96511400447,6.2475,3009.75,1,9,Africa,Developing,Lower middle income
Suriname,2008,508264,7736308568,3.6775,15212.75,0,4,Americas,Developing,Upper middle income
Swaziland,2008,1039817.25,7228767511,3.7225,6950.5,0,4,Africa,Developing,Lower middle income
Sweden,2008,9133542.75,4.34E+11,1.9975,47464.25,5,122,Europe,Developed,High income
Switzerland,2008,7501147.75,4.75E+11,2.4625,63356.75,7,79,Europe,Developed,High income
Syria,2008,19490682.25,1.53E+11,-1.6325,7855.25,0,7,Asia,Developing,Low income
Tajikistan,2008,6996124.75,13793953551,5.2425,1969.25,2,15,Asia,Developing,Low income
Tanzania,2008,40133587.25,72822854939,3.65,1812.25,0,9,Africa,Developing,Low income
Thailand,2008,65985443.25,8.63E+11,3.475,13068.75,6,47,Asia,Developing,Upper middle income
Timor-Leste,2008,1025845.75,2370381064,2.9825,2308.25,0,0,Asia,Developing,Lower middle income
Togo,2008,5844575.25,6815527435,-2.42,1166.5,1,4,Africa,Developing,Low income
Tonga,2008,102145.75,543000943.8,0.455,5315.75,0,3,Oceania,Developing,Upper middle income
Trinidad and Tobago,2008,1305487,36013700112,6.3925,27576.75,2,28,Americas,Developing,High income
Tunisia,2008,10256785.75,93595494395,3.9175,9120.25,1,26,Africa,Developing,Lower middle income
Turkey,2008,69165184,1.34E+12,4.15,19430,5,67,Asia,Developing,Upper middle income
Turkmenistan,2008,4842668.25,31821581643,11.0925,6560.5,0,10,Asia,Developing,Upper middle income
Tuvalu,2008,10162.25,33905877.5,2.05,3334.75,0,3,Oceania,Developing,Upper middle income
Uganda,2008,29043533.5,47269693173,5.1875,1624,0,11,Africa,Developing,Low income
Ukraine,2008,46505807,5.68E+11,5.755,12209,22,243,Europe,Developed,Lower middle income
United Arab Emirates,2008,5786681.5,4.47E+11,-3.99,78018,0,8,Asia,Developing,High income
United Kingdom,2008,61177388.5,2.67E+12,1.2725,43612.5,51,300,Europe,Developed,High income
United States,2008,299211733.3,1.65E+13,1.065,55259.5,112,576,Americas,Developed,High income
Uruguay,2008,3329794,48316507610,6.17,14508.5,0,12,Americas,Developing,High income
Uzbekistan,2008,27015886,1.02E+11,6.77,3776.75,4,56,Asia,Developing,Lower middle income
Vanuatu,2008,216956.25,666220627.5,3.825,3067.25,0,3,Oceania,Developing,Lower middle income
Venezuela,2008,27041515.75,5.18E+11,7.0875,19151,1,108,Americas,Developing,Upper middle income
Vietnam,2008,85028304.75,3.65E+11,5.83,4287.25,1,13,Asia,Developing,Lower middle income
Yemen,2008,20992431.75,1.09E+11,1.005,5189.5,0,5,Asia,Developing,Low income
Zambia,2008,12345312.75,31574835702,4.985,2553.25,0,8,Africa,Developing,Lower middle income
Zimbabwe,2008,12216916.5,25735736125,-8.2925,2108.5,4,13,Africa,Developing,Lower middle income
Afghanistan,2012,29714776.5,57274058368,9.0175,1924,1,6,Asia,Developing,Low income
Albania,2012,2940941.25,31962289550,3.17,10870.75,0,9,Europe,Developed,Upper middle income
Algeria,2012,36339167.5,4E+11,1,11016.25,1,38,Africa,Developing,Upper middle income
Andorra,2012,83772.5,3853558303,0.425,46007.5,0,6,Europe,Developed,High income
Angola,2012,23799776.75,1.85E+11,0.71,7787.25,0,33,Africa,Developing,Lower middle income
Antigua and Barbuda,2012,88607.5,1634249311,-5.94,18455.75,0,4,Americas,Developing,High income
Argentina,2012,41113555.5,9.65E+11,1.2725,23452,4,137,Americas,Developing,Upper middle income
Armenia,2012,2881545.75,27706982599,0.175,9615.25,2,24,Asia,Developing,Upper middle income
Australia,2012,22336873,1.02E+12,0.88,45554.25,35,398,Oceania,Developed,High income
Austria,2012,8434583.5,4.42E+11,0.0925,52429.5,0,70,Europe,Developed,High income
Azerbaijan,2012,9091952.25,1.27E+11,2.1675,14016,9,52,Asia,Developing,Upper middle income
Bahamas,2012,356925,13047921431,-1.13,36554.75,1,21,Americas,Developing,High income
Bahrain,2012,1251008.5,55842471031,-0.7275,44638.25,1,12,Asia,Developing,High income
Bangladesh,2012,148444773.8,4.41E+11,4.705,2969,0,5,Asia,Developing,Lower middle income
Barbados,2012,282480.75,4406243063,-2.4475,15599.5,0,6,Americas,Developing,High income
Belarus,2012,9421524,1.65E+11,3.9375,17531.75,10,160,Europe,Developed,Upper middle income
Belgium,2012,10974471,5.27E+11,-0.095,48002.75,3,111,Europe,Developed,High income
Belize,2012,326339.25,2344311803,-0.5475,7184,0,3,Americas,Developing,Upper middle income
Benin,2012,9333512.5,25429349997,0.2025,2724.25,0,5,Africa,Developing,Low income
Bhutan,2012,689677.5,5766552636,6.7775,8353.5,0,2,Asia,Developing,Lower middle income
Bolivia,2012,10131003.75,68415300058,2.76,6748.75,0,5,Americas,Developing,Lower middle income
Bosnia and Herzegovina,2012,3676892,40684548942,0.515,11067.5,0,6,Europe,Developed,Upper middle income
Botswana,2012,1998889.5,28697603557,1.2675,14344.5,1,4,Africa,Developing,Upper middle income
Brazil,2012,196600493.8,2.93E+12,2.37,14904.5,17,237,Americas,Developing,Upper middle income
Brunei,2012,391305,26719819115,0.1075,68270.5,0,3,Asia,Developing,High income
Bulgaria,2012,7402794.75,1.31E+11,0.605,17749.5,3,63,Europe,Developed,Upper middle income
Burkina Faso,2012,15849869,27610204118,2.97,1739.5,0,5,Africa,Developing,Low income
Burundi,2012,8819416.25,7484489433,1.0425,848.5,0,6,Africa,Developing,Low income
Cambodia,2012,14431921.25,41438327387,1.48,2870,0,6,Asia,Developing,Lower middle income
Cameroon,2012,20630704.25,64296806123,0.77,3115.25,1,32,Africa,Developing,Lower middle income
Canada,2012,34338711.5,1.56E+12,0.18,45305.75,18,273,Americas,Developed,High income
Central African Republic,2012,4394859.5,5391642633,4.6275,1226.25,0,6,Africa,Developing,Low income
Chad,2012,12164502.5,20560380558,3.1725,1688.25,0,2,Africa,Developing,Low income
Chile,2012,17145664.5,3.75E+11,2.88,21868,0,35,Americas,Developing,High income
China,2012,1372671014,1.27E+13,8.8325,9259.75,91,353,Asia,Developing,Upper middle income
Colombia,2012,45427805.25,5.53E+11,3.08,12169,9,101,Americas,Developing,Upper middle income
Comoros,2012,698347.5,2024194620,1.1025,2897.5,0,3,Africa,Developing,Lower middle income
Costa Rica,2012,4604799.75,76965120131,2.01,16705.5,0,11,Americas,Developing,Upper middle income
Croatia,2012,4319597.75,1.05E+11,-2.565,24315.5,6,107,Europe,Developed,High income
Cuba,2012,11236581.75,86892744962,4.42,7732.75,15,109,Americas,Developing,Upper middle income
Cyprus,2012,1117647.25,41809137589,-3.0675,37421,1,13,Asia,Developed,High income
Czech Republic,2012,10543120.75,3.54E+11,-0.6075,33596,11,126,Europe,Developed,High income
Denmark,2012,5568781.75,2.84E+11,-0.805,51024.75,9,110,Europe,Developed,High income
Djibouti,2012,847455.25,3172377624,2.655,3741.5,0,4,Africa,Developing,Lower middle income
Dominica,2012,70897.75,846114598,-0.495,11934.25,0,2,Americas,Developing,Upper middle income
Dominican Republic,2012,9753997,1.24E+11,2.5275,12742.5,2,33,Americas,Developing,Upper middle income
Ecuador,2012,15125877.5,1.62E+11,2.78,10726.25,0,36,Americas,Developing,Upper middle income
Egypt,2012,83711881,8.58E+11,1.3625,10243.5,4,109,Africa,Developing,Lower middle income
El Salvador,2012,6197511,46281835772,1.225,7467,0,10,Americas,Developing,Lower middle income
Equatorial Guinea,2012,965820.25,35372223364,-2.675,36673.75,0,2,Africa,Developing,Upper middle income
Eritrea,2012,3188607.5,6400330103,-8.535,2011,0,12,Africa,Developing,Low income
Estonia,2012,1329776.75,36279436333,-0.0225,27288,2,32,Europe,Developed,High income
Ethiopia,2012,88935198.75,1.16E+11,7.2525,1301.75,8,33,Africa,Developing,Low income
Fiji,2012,860492,9159729767,0.84,10643.5,0,9,Oceania,Developing,Upper middle income
Finland,2012,5378213.75,2.47E+11,-1.4,45865.75,3,56,Europe,Developed,High income
France,2012,63052217.75,2.68E+12,-0.0975,42472.25,35,323,Europe,Developed,High income
Gabon,2012,1656844.25,24184589241,1.2375,14579,1,21,Africa,Developing,Upper middle income
Gambia,2012,1821659.5,4029039134,-0.61,2214.5,0,2,Africa,Developing,Low income
Georgia,2012,4090923.75,41578862271,4.915,10167.75,6,34,Asia,Developing,Upper middle income
Germany,2012,80888805,3.88E+12,1.2475,48000.75,44,373,Europe,Developed,High income
Ghana,2012,25083681,99740677182,6.3775,3966.75,0,7,Africa,Developing,Lower middle income
Greece,2012,10864275.25,3.54E+11,-6.4875,32577.5,2,102,Europe,Developed,High income
Grenada,2012,106563,1427894193,-2.34,13400.25,1,8,Americas,Developing,Upper middle income
Guatemala,2012,14791559.25,1.1E+11,0.7725,7423.5,1,19,Americas,Developing,Upper middle income
Guinea,2012,10307282.25,19681532310,1.5075,1908,0,4,Africa,Developing,Low income
Guinea-Bissau,2012,1543625,2726269113,0.9375,1765.5,0,0,Africa,Developing,Low income
Guyana,2012,751141.25,7573529889,4.2575,10080.75,0,6,Americas,Developing,Upper middle income
Haiti,2012,10024651.5,28360696241,0.7625,2829,0,5,Americas,Developing,Low income
Honduras,2012,8397402.25,41327099839,0.3075,4919,0,25,Americas,Developing,Lower middle income
Hungary,2012,9911717.75,2.44E+11,-0.96,24642.25,18,151,Europe,Developed,High income
Iceland,2012,321378,15246104658,-2.015,47441.75,0,27,Europe,Developed,High income
India,2012,1242018891,5.33E+12,5.3625,4285.75,6,79,Asia,Developing,Lower middle income
Indonesia,2012,243505620.5,2.07E+12,4.355,8488.25,3,22,Asia,Developing,Lower middle income
Iran,2012,74215548,9.98E+11,-0.6525,13454.25,13,52,Asia,Developing,Upper middle income
Iraq,2012,30332612.75,2.86E+11,4.7025,9400.5,0,8,Asia,Developing,Upper middle income
Ireland,2012,4562054,2.41E+11,-1.2675,52774,6,64,Europe,Developed,High income
Israel,2012,7409631,2.61E+11,1.37,35202.5,0,37,Asia,Developed,High income
Italy,2012,59474848.25,2.52E+12,-1.755,42418.25,28,280,Europe,Developed,High income
Jamaica,2012,2818590.75,26802551952,-1.7,9509.5,12,45,Americas,Developing,Upper middle income
Japan,2012,128505020.5,4.82E+12,0.125,37494.5,38,287,Asia,Developed,High income
Jordan,2012,7476905,83337292055,-2.155,11167.25,0,9,Asia,Developing,Upper middle income
Kazakhstan,2012,16384370,3.49E+11,3.39,21259.75,11,113,Asia,Developing,Upper middle income
Kenya,2012,42613555.25,1.43E+11,2.775,3356.75,13,47,Africa,Developing,Lower middle income
Kiribati,2012,103738,202510571.5,-0.315,1952.25,0,3,Oceania,Developing,Lower middle income
Kuwait,2012,3082457.75,1.89E+11,-4.015,61250,1,10,Asia,Developing,High income
Kyrgyz Republic,2012,5474129,23194767327,0.7325,4236.5,0,14,Asia,Developing,Lower middle income
Latvia,2012,2106565.75,47213303710,-0.3125,22426.5,2,41,Europe,Developed,High income
Lebanon,2012,5126433,95828788139,1.5975,18711.25,0,10,Asia,Developing,Upper middle income
Lesotho,2012,2001122.75,4730640883,3.405,2363.75,0,4,Africa,Developing,Lower middle income
Liberia,2012,3949648.5,5792557496,3.3175,1464,0,3,Africa,Developing,Low income
Libya,2012,6216210.75,1.11E+11,15.3325,17878,0,4,Africa,Developing,Upper middle income
Lithuania,2012,3105014.5,78037479487,0.9075,25157,5,62,Europe,Developed,High income
Luxembourg,2012,513648.25,54801910761,-1.3925,106686.75,0,9,Europe,Developed,High income
Madagascar,2012,21452841.5,33317066078,-2.44,1553.75,0,7,Africa,Developing,Low income
Malawi,2012,14756474.5,14270681435,2.5025,966.5,0,3,Africa,Developing,Low income
Malaysia,2012,28415554.25,5.93E+11,2.49,20850,2,29,Asia,Developing,Upper middle income
Maldives,2012,374211.25,6158650048,-0.91,16440.75,0,5,Asia,Developing,Upper middle income
Mali,2012,15281216,31387727335,-0.03,2054.25,0,6,Africa,Developing,Low income
Malta,2012,416336.25,13641603662,1.595,32757.75,0,5,Europe,Developed,High income
Marshall Islands,2012,56463,199999008,1.225,3542,0,4,Oceania,Developing,Upper middle income
Mauritania,2012,3548202.25,17093317336,-0.1325,4816,0,2,Africa,Developing,Lower middle income
Mauritius,2012,1249128,21362370034,3.5725,17100,0,11,Africa,Developing,Upper middle income
Mexico,2012,114881617.8,2.07E+12,0.3575,17993.75,8,99,Americas,Developing,Upper middle income
Moldova,2012,4084644,35307274755,1.6575,8644.75,0,20,Europe,Developed,Lower middle income
Monaco,2012,35829,2244660693,-0.55,62622.25,0,6,Europe,Developed,High income
Mongolia,2012,2747187.75,22533681070,6.7625,8183.5,5,29,Asia,Developing,Lower middle income
Montenegro,2012,624603.5,10527457303,-0.785,16854.25,1,33,Europe,Developed,Upper middle income
Morocco,2012,32574057.25,2.08E+11,2.7175,6392.25,1,63,Africa,Developing,Lower middle income
Mozambique,2012,23869114.5,25170518613,3.98,1052.75,0,6,Africa,Developing,Low income
Myanmar,2012,50813877,1.62E+11,7.4875,3194,0,6,Asia,Developing,Lower middle income
Namibia,2012,2137847.75,19295137695,2.28,9018.5,0,9,Africa,Developing,Upper middle income
Nauru,2012,10039.75,70519795.25,9.3325,7019.25,0,2,Oceania,Developing,Upper middle income
Nepal,2012,26981779.5,64795099461,4.0725,2401.25,0,5,Asia,Developing,Low income
Netherlands,2012,16709836.75,8.72E+11,-0.915,52189.75,20,169,Europe,Developed,High income
New Zealand,2012,4395133.5,1.68E+11,0.6375,38183,13,178,Oceania,Developed,High income
Nicaragua,2012,5863790.25,27888144498,2.09,4752.5,0,6,Americas,Developing,Lower middle income
Niger,2012,16804283.75,17396528897,1.855,1034,0,6,Africa,Developing,Low income
Nigeria,2012,160715506.3,7.97E+11,3.59,4952.5,0,49,Africa,Developing,Lower middle income
North Korea,2012,24612802.5,49878920267,-0.33,2026.5,7,51,Asia,Developing,Low income
Norway,2012,4918694,3.04E+11,-0.615,61744.25,4,61,Europe,Developed,High income
Oman,2012,3166688.5,1.06E+11,-1.2325,33645,0,3,Asia,Developing,High income
Pakistan,2012,181392636.5,7.14E+11,0.46,3937,0,20,Asia,Developing,Lower middle income
Palau,2012,17906.75,280754438.8,1.96,15688.75,0,5,Oceania,Developing,High income
Palestine,2012,4101135.5,23027115558,4.795,5607.5,0,5,Asia,Developing,Lower middle income
Panama,2012,3674755,83206165948,5.1875,22607.75,0,8,Americas,Developing,High income
Papua New Guinea,2012,7389621.25,24782049637,3.3275,3351.25,0,8,Oceania,Developing,Lower middle income
Paraguay,2012,6291869.5,64672464884,2.2475,10273,0,8,Americas,Developing,Upper middle income
Peru,2012,29147861.75,3.01E+11,4.6225,10306.75,0,16,Americas,Developing,Upper middle income
Philippines,2012,94790908.25,5.67E+11,3.14,5980,0,11,Asia,Developing,Lower middle income
Poland,2012,38298891.25,9.38E+11,3.2075,24488.5,11,208,Europe,Developed,High income
Portugal,2012,10573954.25,3.3E+11,-1.685,31231.75,1,76,Europe,Developed,High income
Qatar,2012,1935803.25,1.85E+11,1.07,95318,2,12,Asia,Developing,High income
Romania,2012,20418510,4.27E+11,-0.7875,20918.75,7,105,Europe,Developed,Upper middle income
Russia,2012,143625773,3.52E+12,1.1725,24526.75,68,424,Europe,Developed,Upper middle income
Rwanda,2012,10166277.25,15827435048,4.83,1554.25,0,7,Africa,Developing,Low income
Samoa,2012,186763.75,1127798356,-1.8325,6038.75,0,8,Oceania,Developing,Upper middle income
San Marino,2012,31451,2138510302,-9.0125,68095.25,0,4,Europe,Developed,High income
Sao Tome and Principe,2012,182291,614398297,1.685,3368,0,2,Africa,Developing,Lower middle income
Saudi Arabia,2012,27868567,1.28E+12,1.5175,45862.25,1,18,Asia,Developing,High income
Senegal,2012,12862259.75,35181992713,0.26,2734.75,0,31,Africa,Developing,Lower middle income
Serbia,2012,8979622.25,1.32E+11,0.3625,14716,4,116,Europe,Developed,Upper middle income
Seychelles,2012,91637.75,2014292167,3.145,21972,0,6,Africa,Developing,High income
Sierra Leone,2012,6491048.75,9606142980,5.11,1477.25,0,2,Africa,Developing,Low income
Singapore,2012,5182723.25,4.05E+11,3.9325,77999,2,23,Asia,Developing,High income
Slovak Republic,2012,5407317,1.38E+11,1.155,25609.75,4,47,Europe,Developed,High income
Slovenia,2012,2046561.75,68061865231,-2.4175,33257,4,65,Europe,Developed,High income
Solomon Islands,2012,535157.75,1316645862,2.495,2457.75,0,4,Oceania,Developing,Lower middle income
Somalia,2012,12213342.25,8394517956,0.0425,687.25,0,2,Africa,Developing,Low income
South Africa,2012,51632599.5,6.47E+11,0.245,12531.25,6,124,Africa,Developing,Upper middle income
South Korea,2012,49684970,1.72E+12,2.8275,34678.25,30,243,Asia,Developing,High income
South Sudan,2012,9648743.25,36426017538,-13.3875,3804,0,0,Africa,Developing,Low income
Spain,2012,46915469.5,1.73E+12,-2.275,36968.75,19,274,Europe,Developed,High income
Sri Lanka,2012,20329085.25,1.94E+11,6.695,9543.75,0,7,Asia,Developing,Upper middle income
St. Kitts and Nevis,2012,49233.25,1167875787,-2.1175,23723.75,0,0,Americas,Developing,High income
St. Lucia,2012,174626.75,2512732211,0.0575,14386.75,0,0,Americas,Developing,Upper middle income
St. Vincent and the Grenadines,2012,108325.75,1251748209,-1.1325,11555.5,0,0,Americas,Developing,Upper middle income
Sudan,2012,34968062.5,1.24E+11,5.215,3548,0,6,Africa,Developing,Lower middle income
Suriname,2012,532165.75,9186705107,2.9975,17254.75,0,5,Americas,Developing,Upper middle income
Swaziland,2012,1068404.25,8069008388,2.54,7550.5,0,3,Africa,Developing,Lower middle income
Sweden,2012,9428191,4.51E+11,0.25,47785.25,8,133,Europe,Developed,High income
Switzerland,2012,7859392.5,5.04E+11,-0.2475,64126.75,4,94,Europe,Developed,High income
Syria,2012,21022272.25,1.45E+11,-7.1875,6876.75,0,10,Asia,Developing,Low income
Tajikistan,2012,7616123.5,17719828780,4.0075,2323.5,1,16,Asia,Developing,Low income
Tanzania,2012,45036728.75,92171874670,2.8925,2044.25,0,6,Africa,Developing,Low income
Thailand,2012,67354053.5,9.73E+11,3.225,14447.5,4,37,Asia,Developing,Upper middle income
Timor-Leste,2012,1103489.75,3278881789,5.9225,2968,0,0,Asia,Developing,Lower middle income
Togo,2012,6510565,8141936985,3.3325,1249,0,6,Africa,Developing,Low income
Tonga,2012,103543,556117021.3,0.9825,5371.75,0,3,Oceania,Developing,Upper middle income
Trinidad and Tobago,2012,1332514.75,38154130794,-0.5925,28632,4,25,Americas,Developing,High income
Tunisia,2012,10687450.25,1.07E+11,1.1225,9980.25,3,83,Africa,Developing,Lower middle income
Turkey,2012,72935674.5,1.53E+12,3.3725,20891.75,3,112,Asia,Developing,Upper middle income
Turkmenistan,2012,5134286.5,47529844754,8.49,9238.75,0,10,Asia,Developing,Upper middle income
Tuvalu,2012,10576,35717425.25,-1.865,3377.5,0,3,Oceania,Developing,Upper middle income
Uganda,2012,32968683,63020120452,3.085,1909,1,15,Africa,Developing,Low income
Ukraine,2012,45709170.75,5.49E+11,-0.9475,12017.5,19,230,Europe,Developed,Lower middle income
United Arab Emirates,2012,8638935.5,4.9E+11,-4.1525,56702.75,0,26,Asia,Developing,High income
United Kingdom,2012,63708910.75,2.69E+12,-0.5725,42256,65,525,Europe,Developed,High income
United States,2012,310236742.5,1.69E+13,0.165,54559.75,104,517,Americas,Developed,High income
Uruguay,2012,3364212.5,60514965271,4.885,17984.75,0,27,Americas,Developing,High income
Uzbekistan,2012,28751949.5,1.38E+11,5.395,4786,3,53,Asia,Developing,Lower middle income
Vanuatu,2012,239655.75,770319586.8,-0.6525,3215.5,0,5,Oceania,Developing,Lower middle income
Venezuela,2012,28679913,5.83E+11,0.7875,20312.75,1,68,Americas,Developing,Upper middle income
Vietnam,2012,88433303.75,4.61E+11,4.7625,5211.25,1,18,Asia,Developing,Lower middle income
Yemen,2012,23488020,1.18E+11,-2.395,5052.25,0,4,Asia,Developing,Low income
Zambia,2012,13827368.75,43569185234,5.0125,3146,0,7,Africa,Developing,Lower middle income
Zimbabwe,2012,12808541,31099902469,13.98,2421.5,0,7,Africa,Developing,Lower middle income
Afghanistan,2016,33859256.75,70604333031,-0.215,2085.75,0,3,Asia,Developing,Low income
Albania,2016,2894261.5,34200009072,2.295,11817.25,0,6,Europe,Developed,Upper middle income
Algeria,2016,39335810.25,4.56E+11,1.2925,11588.75,2,64,Africa,Developing,Upper middle income
Andorra,2016,78817.75,4038568535,3.54,51270,0,4,Europe,Developed,High income
Angola,2016,27421105.25,2.19E+11,-1.445,7996.5,0,26,Africa,Developing,Lower middle income
Antigua and Barbuda,2016,93040.75,1716372270,1.99,18439.75,0,8,Americas,Developing,High income
Argentina,2016,42854354.25,1.02E+12,-0.9475,23774.5,4,213,Americas,Developing,Upper middle income
Armenia,2016,2917925.5,32345512680,2.1175,11083.75,4,31,Asia,Developing,Upper middle income
Australia,2016,23761636.75,1.13E+12,0.94,47632,29,414,Oceania,Developed,High income
Austria,2016,8649342.25,4.6E+11,0.025,53130.75,1,67,Europe,Developed,High income
Azerbaijan,2016,9562466.25,1.4E+11,0.4275,14655.5,18,56,Asia,Developing,Upper middle income
Bahamas,2016,372477.5,13244793755,-0.9525,35559,2,29,Americas,Developing,High income
Bahrain,2016,1362187,65116467204,1.5925,47795.25,2,33,Asia,Developing,High income
Bangladesh,2016,155378059,5.63E+11,5.2425,3620.25,0,7,Asia,Developing,Lower middle income
Barbados,2016,285061,4365210354,0.665,15312.75,0,11,Americas,Developing,High income
Belarus,2016,9435076.5,1.74E+11,-1.0025,18489.5,9,120,Europe,Developed,Upper middle income
